净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2021-07-19,4.551,4.551,-2.19,开放申购,开放赎回,nan
2021-07-20,4.6,4.6,1.08,开放申购,开放赎回,nan
2021-07-21,4.875,4.875,5.98,开放申购,开放赎回,nan
2021-07-22,4.949,4.949,1.52,开放申购,开放赎回,nan
2021-07-23,4.903,4.903,-0.93,开放申购,开放赎回,nan
2021-07-26,4.95,4.95,0.96,开放申购,开放赎回,nan
2021-07-27,4.648,4.648,-6.1,开放申购,开放赎回,nan
2021-07-28,4.665,4.665,0.37,开放申购,开放赎回,nan
2021-07-29,4.956,4.956,6.24,开放申购,开放赎回,nan
2021-07-30,4.98,4.98,0.48,开放申购,开放赎回,nan
2021-08-02,5.108,5.108,2.57,开放申购,开放赎回,nan
2021-08-03,4.831,4.831,-5.42,开放申购,开放赎回,nan
2021-08-04,5.183,5.183,7.29,开放申购,开放赎回,nan
2021-08-05,5.144,5.144,-0.75,开放申购,开放赎回,nan
2021-08-06,5.276,5.276,2.57,开放申购,开放赎回,nan
2021-08-09,5.112,5.112,-3.11,开放申购,开放赎回,nan
2021-08-10,5.026,5.026,-1.68,开放申购,开放赎回,nan
2021-08-11,5.088,5.088,1.23,开放申购,开放赎回,nan
2021-08-12,5.173,5.173,1.67,开放申购,开放赎回,nan
2021-08-13,5.153,5.153,-0.39,开放申购,开放赎回,nan
2021-08-16,4.945,4.945,-4.04,开放申购,开放赎回,nan
2021-08-17,4.846,4.846,-2.0,开放申购,开放赎回,nan
2021-08-18,4.916,4.916,1.44,开放申购,开放赎回,nan
2021-08-19,5.121,5.121,4.17,开放申购,开放赎回,nan
2021-08-20,5.191,5.191,1.37,开放申购,开放赎回,nan
2021-08-23,5.311,5.311,2.31,开放申购,开放赎回,nan
2021-08-24,5.417,5.417,2.0,开放申购,开放赎回,nan
2021-08-25,5.467,5.467,0.92,开放申购,开放赎回,nan
2021-08-26,5.427,5.427,-0.73,开放申购,开放赎回,nan
2021-08-27,5.568,5.568,2.6,开放申购,开放赎回,nan
2021-08-30,5.752,5.752,3.3,开放申购,开放赎回,nan
2021-08-31,5.8552,5.8552,1.79,开放申购,开放赎回,nan
2021-09-01,5.5393,5.5393,-5.4,开放申购,开放赎回,nan
2021-09-02,5.687,5.687,2.67,开放申购,开放赎回,nan
2021-09-03,5.463,5.463,-3.94,开放申购,开放赎回,nan
2021-09-06,5.4883,5.4883,0.46,开放申购,开放赎回,nan
2021-09-07,5.6674,5.6674,3.26,开放申购,开放赎回,nan
2021-09-08,5.6012,5.6012,-1.17,开放申购,开放赎回,nan
2021-09-09,5.6279,5.6279,0.48,开放申购,开放赎回,nan
2021-09-10,5.8593,5.8593,4.11,开放申购,开放赎回,nan
2021-09-13,5.8535,5.8535,-0.1,开放申购,开放赎回,nan
2021-09-14,5.9485,5.9485,1.62,开放申购,开放赎回,nan
2021-09-15,6.0865,6.0865,2.32,开放申购,开放赎回,nan
2021-09-16,5.7348,5.7348,-5.78,开放申购,开放赎回,nan
2021-09-17,5.7283,5.7283,-0.11,开放申购,开放赎回,nan
2021-09-22,5.6815,5.6815,-0.82,开放申购,开放赎回,nan
2021-09-23,5.6128,5.6128,-1.21,开放申购,开放赎回,nan
2021-09-24,5.6159,5.6159,0.06,开放申购,开放赎回,nan
2021-09-27,5.3785,5.3785,-4.23,开放申购,开放赎回,nan
2021-09-28,5.3026,5.3026,-1.41,开放申购,开放赎回,nan
2021-09-29,5.0657,5.0657,-4.47,开放申购,开放赎回,nan
