净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2021-05-10,3.021,3.021,-0.13,开放申购,开放赎回,nan
2021-05-11,3.004,3.004,-0.56,开放申购,开放赎回,nan
2021-05-12,3.02,3.02,0.53,开放申购,开放赎回,nan
2021-05-13,2.993,2.993,-0.89,开放申购,开放赎回,nan
2021-05-14,3.04,3.04,1.57,开放申购,开放赎回,nan
2021-05-17,3.084,3.084,1.45,开放申购,开放赎回,nan
2021-05-18,3.079,3.079,-0.16,开放申购,开放赎回,nan
2021-05-19,3.096,3.096,0.55,开放申购,开放赎回,nan
2021-05-20,3.097,3.097,0.03,开放申购,开放赎回,nan
2021-05-21,3.086,3.086,-0.36,开放申购,开放赎回,nan
2021-05-24,3.095,3.095,0.29,开放申购,开放赎回,nan
2021-05-25,3.146,3.146,1.65,开放申购,开放赎回,nan
2021-05-26,3.123,3.123,-0.73,开放申购,开放赎回,nan
2021-05-27,3.138,3.138,0.48,开放申购,开放赎回,nan
2021-05-28,3.167,3.167,0.92,开放申购,开放赎回,nan
2021-05-31,3.243,3.243,2.4,开放申购,开放赎回,nan
2021-06-01,3.236,3.236,-0.22,开放申购,开放赎回,nan
2021-06-02,3.219,3.219,-0.53,开放申购,开放赎回,nan
2021-06-03,3.171,3.171,-1.49,开放申购,开放赎回,nan
2021-06-04,3.2,3.2,0.91,开放申购,开放赎回,nan
2021-06-07,3.175,3.175,-0.78,开放申购,开放赎回,nan
2021-06-08,3.149,3.149,-0.82,开放申购,开放赎回,nan
2021-06-09,3.161,3.161,0.38,开放申购,开放赎回,nan
2021-06-10,3.229,3.229,2.15,开放申购,开放赎回,nan
2021-06-11,3.222,3.222,-0.22,开放申购,开放赎回,nan
2021-06-15,3.233,3.233,0.34,开放申购,开放赎回,nan
2021-06-16,3.119,3.119,-3.53,开放申购,开放赎回,nan
2021-06-17,3.186,3.186,2.15,开放申购,开放赎回,nan
2021-06-18,3.238,3.238,1.63,开放申购,开放赎回,nan
2021-06-21,3.276,3.276,1.17,开放申购,开放赎回,nan
2021-06-22,3.282,3.282,0.18,开放申购,开放赎回,nan
2021-06-23,3.339,3.339,1.74,开放申购,开放赎回,nan
2021-06-24,3.291,3.291,-1.44,开放申购,开放赎回,nan
2021-06-25,3.335,3.335,1.34,开放申购,开放赎回,nan
2021-06-28,3.398,3.398,1.89,开放申购,开放赎回,nan
2021-06-29,3.422,3.422,0.71,开放申购,开放赎回,nan
2021-06-30,3.511,3.511,2.6,开放申购,开放赎回,nan
2021-07-01,3.517,3.517,0.17,开放申购,开放赎回,nan
2021-07-02,3.455,3.455,-1.76,开放申购,开放赎回,nan
2021-07-05,3.474,3.474,0.55,开放申购,开放赎回,nan
2021-07-06,3.422,3.422,-1.5,开放申购,开放赎回,nan
2021-07-07,3.536,3.536,3.33,开放申购,开放赎回,nan
2021-07-08,3.542,3.542,0.17,开放申购,开放赎回,nan
2021-07-09,3.542,3.542,0.0,开放申购,开放赎回,nan
2021-07-12,3.671,3.671,3.64,开放申购,开放赎回,nan
2021-07-13,3.661,3.661,-0.27,开放申购,开放赎回,nan
2021-07-14,3.591,3.591,-1.91,开放申购,开放赎回,nan
2021-07-15,3.664,3.664,2.03,开放申购,开放赎回,nan
2021-07-16,3.574,3.574,-2.46,开放申购,开放赎回,nan
2021-07-19,3.558,3.558,-0.45,开放申购,开放赎回,nan
2021-07-20,3.592,3.592,0.96,开放申购,开放赎回,nan
2021-07-21,3.763,3.763,4.76,开放申购,开放赎回,nan
2021-07-22,3.836,3.836,1.94,开放申购,开放赎回,nan
2021-07-23,3.828,3.828,-0.21,开放申购,开放赎回,nan
2021-07-26,3.806,3.806,-0.57,开放申购,开放赎回,nan
2021-07-27,3.658,3.658,-3.89,开放申购,开放赎回,nan
2021-07-28,3.654,3.654,-0.11,开放申购,开放赎回,nan
2021-07-29,3.883,3.883,6.27,开放申购,开放赎回,nan
2021-07-30,3.928,3.928,1.16,开放申购,开放赎回,nan
2021-08-02,3.928,3.928,0.0,开放申购,开放赎回,nan
2021-08-03,3.809,3.809,-3.03,开放申购,开放赎回,nan
2021-08-04,3.995,3.995,4.88,开放申购,开放赎回,nan
2021-08-05,3.985,3.985,-0.25,开放申购,开放赎回,nan
2021-08-06,4.018,4.018,0.83,开放申购,开放赎回,nan
2021-08-09,3.96,3.96,-1.44,开放申购,开放赎回,nan
2021-08-10,3.941,3.941,-0.48,开放申购,开放赎回,nan
2021-08-11,3.968,3.968,0.69,开放申购,开放赎回,nan
2021-08-12,3.985,3.985,0.43,开放申购,开放赎回,nan
2021-08-13,3.944,3.944,-1.03,开放申购,开放赎回,nan
2021-08-16,3.869,3.869,-1.9,开放申购,开放赎回,nan
2021-08-17,3.787,3.787,-2.12,开放申购,开放赎回,nan
2021-08-18,3.818,3.818,0.82,开放申购,开放赎回,nan
2021-08-19,3.912,3.912,2.46,开放申购,开放赎回,nan
2021-08-20,3.926,3.926,0.36,开放申购,开放赎回,nan
2021-08-23,4.018,4.018,2.34,开放申购,开放赎回,nan
2021-08-24,4.062,4.062,1.1,开放申购,开放赎回,nan
2021-08-25,4.131,4.131,1.7,开放申购,开放赎回,nan
2021-08-26,4.06,4.06,-1.72,开放申购,开放赎回,nan
2021-08-27,4.134,4.134,1.82,开放申购,开放赎回,nan
2021-08-30,4.168,4.168,0.82,开放申购,开放赎回,nan
2021-08-31,4.145,4.145,-0.55,开放申购,开放赎回,nan
2021-09-01,4.027,4.027,-2.85,开放申购,开放赎回,nan
2021-09-02,4.06,4.06,0.82,开放申购,开放赎回,nan
2021-09-03,3.938,3.938,-3.0,开放申购,开放赎回,nan
2021-09-06,3.969,3.969,0.79,开放申购,开放赎回,nan
2021-09-07,4.031,4.031,1.56,开放申购,开放赎回,nan
2021-09-08,3.981,3.981,-1.24,开放申购,开放赎回,nan
2021-09-09,4.013,4.013,0.8,开放申购,开放赎回,nan
2021-09-10,4.042,4.042,0.72,开放申购,开放赎回,nan
2021-09-13,4.067,4.067,0.62,开放申购,开放赎回,nan
2021-09-14,4.047,4.047,-0.49,开放申购,开放赎回,nan
2021-09-15,4.042,4.042,-0.12,开放申购,开放赎回,nan
2021-09-16,3.958,3.958,-2.08,开放申购,开放赎回,nan
2021-09-17,3.892,3.892,-1.67,开放申购,开放赎回,nan
2021-09-22,3.954,3.954,1.59,开放申购,开放赎回,nan
2021-09-23,3.93,3.93,-0.61,开放申购,开放赎回,nan
2021-09-24,3.851,3.851,-2.01,开放申购,开放赎回,nan
2021-09-27,3.766,3.766,-2.21,开放申购,开放赎回,nan
2021-09-28,3.786,3.786,0.53,开放申购,开放赎回,nan
2021-09-29,3.702,3.702,-2.22,开放申购,开放赎回,nan
