净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2021-02-25,2.419,2.419,0.0,开放申购,开放赎回,nan
2021-02-26,2.385,2.385,-1.41,开放申购,开放赎回,nan
2021-03-01,2.441,2.441,2.35,开放申购,开放赎回,nan
2021-03-02,2.425,2.425,-0.66,开放申购,开放赎回,nan
2021-03-03,2.455,2.455,1.24,开放申购,开放赎回,nan
2021-03-04,2.335,2.335,-4.89,开放申购,开放赎回,nan
2021-03-05,2.332,2.332,-0.13,开放申购,开放赎回,nan
2021-03-08,2.244,2.244,-3.77,开放申购,开放赎回,nan
2021-03-09,2.229,2.229,-0.67,开放申购,开放赎回,nan
2021-03-10,2.25,2.25,0.94,开放申购,开放赎回,nan
2021-03-11,2.295,2.295,2.0,开放申购,开放赎回,nan
2021-03-12,2.313,2.313,0.78,开放申购,开放赎回,nan
2021-03-15,2.287,2.287,-1.12,开放申购,开放赎回,nan
2021-03-16,2.287,2.287,0.0,开放申购,开放赎回,nan
2021-03-17,2.299,2.299,0.52,开放申购,开放赎回,nan
2021-03-18,2.336,2.336,1.61,开放申购,开放赎回,nan
2021-03-19,2.277,2.277,-2.53,开放申购,开放赎回,nan
2021-03-22,2.294,2.294,0.75,开放申购,开放赎回,nan
2021-03-23,2.245,2.245,-2.14,开放申购,开放赎回,nan
2021-03-24,2.171,2.171,-3.3,开放申购,开放赎回,nan
2021-03-25,2.186,2.186,0.69,开放申购,开放赎回,nan
2021-03-26,2.273,2.273,3.98,开放申购,开放赎回,nan
2021-03-29,2.288,2.288,0.66,开放申购,开放赎回,nan
2021-03-30,2.333,2.333,1.97,开放申购,开放赎回,nan
2021-03-31,2.287,2.287,-1.97,开放申购,开放赎回,nan
2021-04-01,2.343,2.343,2.45,开放申购,开放赎回,nan
2021-04-02,2.355,2.355,0.51,开放申购,开放赎回,nan
2021-04-06,2.359,2.359,0.17,开放申购,开放赎回,nan
2021-04-07,2.344,2.344,-0.64,开放申购,开放赎回,nan
2021-04-08,2.352,2.352,0.34,开放申购,开放赎回,nan
2021-04-09,2.34,2.34,-0.51,开放申购,开放赎回,nan
2021-04-12,2.254,2.254,-3.68,开放申购,开放赎回,nan
2021-04-13,2.278,2.278,1.06,开放申购,开放赎回,nan
2021-04-14,2.343,2.343,2.85,开放申购,开放赎回,nan
2021-04-15,2.354,2.354,0.47,开放申购,开放赎回,nan
2021-04-16,2.304,2.304,-2.12,开放申购,开放赎回,nan
2021-04-19,2.446,2.446,6.16,开放申购,开放赎回,nan
2021-04-20,2.463,2.463,0.7,开放申购,开放赎回,nan
2021-04-21,2.487,2.487,0.97,开放申购,开放赎回,nan
2021-04-22,2.502,2.502,0.6,开放申购,开放赎回,nan
2021-04-23,2.533,2.533,1.24,开放申购,开放赎回,nan
2021-04-26,2.507,2.507,-1.03,开放申购,开放赎回,nan
2021-04-27,2.535,2.535,1.12,开放申购,开放赎回,nan
2021-04-28,2.609,2.609,2.92,开放申购,开放赎回,nan
2021-04-29,2.594,2.594,-0.57,开放申购,开放赎回,nan
2021-04-30,2.669,2.669,2.89,开放申购,开放赎回,nan
2021-05-06,2.608,2.608,-2.29,开放申购,开放赎回,nan
2021-05-07,2.518,2.518,-3.45,开放申购,开放赎回,nan
2021-05-10,2.581,2.581,2.5,开放申购,开放赎回,nan
2021-05-11,2.557,2.557,-0.93,开放申购,开放赎回,nan
2021-05-12,2.591,2.591,1.33,开放申购,开放赎回,nan
2021-05-13,2.547,2.547,-1.7,开放申购,开放赎回,nan
2021-05-14,2.613,2.613,2.59,开放申购,开放赎回,nan
2021-05-17,2.733,2.733,4.59,开放申购,开放赎回,nan
2021-05-18,2.713,2.713,-0.73,开放申购,开放赎回,nan
2021-05-19,2.778,2.778,2.4,开放申购,开放赎回,nan
2021-05-20,2.779,2.779,0.04,开放申购,开放赎回,nan
2021-05-21,2.791,2.791,0.43,开放申购,开放赎回,nan
2021-05-24,2.817,2.817,0.93,开放申购,开放赎回,nan
2021-05-25,2.854,2.854,1.31,开放申购,开放赎回,nan
2021-05-26,2.801,2.801,-1.86,开放申购,开放赎回,nan
2021-05-27,2.824,2.824,0.82,开放申购,开放赎回,nan
2021-05-28,2.902,2.902,2.76,开放申购,开放赎回,nan
2021-05-31,3.061,3.061,5.48,开放申购,开放赎回,nan
2021-06-01,3.047,3.047,-0.46,开放申购,开放赎回,nan
2021-06-02,3.0,3.0,-1.54,开放申购,开放赎回,nan
2021-06-03,2.937,2.937,-2.1,开放申购,开放赎回,nan
2021-06-04,2.969,2.969,1.09,开放申购,开放赎回,nan
2021-06-07,2.917,2.917,-1.75,开放申购,开放赎回,nan
2021-06-08,2.877,2.877,-1.37,开放申购,开放赎回,nan
2021-06-09,2.883,2.883,0.21,开放申购,开放赎回,nan
2021-06-10,3.058,3.058,6.07,开放申购,开放赎回,nan
2021-06-11,3.118,3.118,1.96,开放申购,开放赎回,nan
2021-06-15,3.107,3.107,-0.35,开放申购,开放赎回,nan
2021-06-16,2.928,2.928,-5.76,开放申购,开放赎回,nan
2021-06-17,3.014,3.014,2.94,开放申购,开放赎回,nan
2021-06-18,3.138,3.138,4.11,开放申购,开放赎回,nan
2021-06-21,3.203,3.203,2.07,开放申购,开放赎回,nan
2021-06-22,3.193,3.193,-0.31,开放申购,开放赎回,nan
2021-06-23,3.278,3.278,2.66,开放申购,开放赎回,nan
2021-06-24,3.256,3.256,-0.67,开放申购,开放赎回,nan
2021-06-25,3.324,3.324,2.09,开放申购,开放赎回,nan
2021-06-28,3.381,3.381,1.71,开放申购,开放赎回,nan
2021-06-29,3.468,3.468,2.57,开放申购,开放赎回,nan
2021-06-30,3.504,3.504,1.04,开放申购,开放赎回,nan
2021-07-01,3.457,3.457,-1.34,开放申购,开放赎回,nan
2021-07-02,3.423,3.423,-0.98,开放申购,开放赎回,nan
2021-07-05,3.477,3.477,1.58,限制大额申购,开放赎回,nan
2021-07-06,3.43,3.43,-1.35,限制大额申购,开放赎回,nan
2021-07-07,3.631,3.631,5.86,限制大额申购,开放赎回,nan
2021-07-08,3.683,3.683,1.43,限制大额申购,开放赎回,nan
2021-07-09,3.723,3.723,1.09,限制大额申购,开放赎回,nan
2021-07-12,3.831,3.831,2.9,限制大额申购,开放赎回,nan
2021-07-13,3.823,3.823,-0.21,限制大额申购,开放赎回,nan
2021-07-14,3.727,3.727,-2.51,限制大额申购,开放赎回,nan
2021-07-15,3.859,3.859,3.54,限制大额申购,开放赎回,nan
2021-07-16,3.776,3.776,-2.15,限制大额申购,开放赎回,nan
2021-07-19,3.726,3.726,-1.32,开放申购,开放赎回,nan
2021-07-20,3.767,3.767,1.1,开放申购,开放赎回,nan
2021-07-21,3.962,3.962,5.18,开放申购,开放赎回,nan
2021-07-22,4.049,4.049,2.2,开放申购,开放赎回,nan
2021-07-23,4.038,4.038,-0.27,限制大额申购,开放赎回,nan
2021-07-26,3.993,3.993,-1.11,限制大额申购,开放赎回,nan
2021-07-27,3.722,3.722,-6.79,限制大额申购,开放赎回,nan
2021-07-28,3.777,3.777,1.48,限制大额申购,开放赎回,nan
2021-07-29,4.122,4.122,9.13,限制大额申购,开放赎回,nan
2021-07-30,4.185,4.185,1.53,限制大额申购,开放赎回,nan
2021-08-02,4.174,4.174,-0.26,限制大额申购,开放赎回,nan
2021-08-03,3.956,3.956,-5.22,限制大额申购,开放赎回,nan
2021-08-04,4.239,4.239,7.15,限制大额申购,开放赎回,nan
2021-08-05,4.268,4.268,0.68,限制大额申购,开放赎回,nan
2021-08-06,4.282,4.282,0.33,限制大额申购,开放赎回,nan
2021-08-09,4.199,4.199,-1.94,限制大额申购,开放赎回,nan
2021-08-10,4.194,4.194,-0.12,限制大额申购,开放赎回,nan
2021-08-11,4.158,4.158,-0.86,限制大额申购,开放赎回,nan
2021-08-12,4.151,4.151,-0.17,限制大额申购,开放赎回,nan
2021-08-13,4.087,4.087,-1.54,限制大额申购,开放赎回,nan
2021-08-16,3.978,3.978,-2.67,限制大额申购,开放赎回,nan
2021-08-17,3.946,3.946,-0.8,限制大额申购,开放赎回,nan
2021-08-18,3.929,3.929,-0.43,限制大额申购,开放赎回,nan
2021-08-19,4.056,4.056,3.23,限制大额申购,开放赎回,nan
2021-08-20,4.056,4.056,0.0,限制大额申购,开放赎回,nan
2021-08-23,4.18,4.18,3.06,限制大额申购,开放赎回,nan
2021-08-24,4.331,4.331,3.61,限制大额申购,开放赎回,nan
2021-08-25,4.476,4.476,3.35,限制大额申购,开放赎回,nan
2021-08-26,4.408,4.408,-1.52,限制大额申购,开放赎回,nan
2021-08-27,4.518,4.518,2.5,限制大额申购,开放赎回,nan
2021-08-30,4.723,4.723,4.54,限制大额申购,开放赎回,nan
2021-08-31,4.662,4.662,-1.29,限制大额申购,开放赎回,nan
2021-09-01,4.342,4.342,-6.86,限制大额申购,开放赎回,nan
2021-09-02,4.491,4.491,3.43,限制大额申购,开放赎回,nan
2021-09-03,4.282,4.282,-4.65,限制大额申购,开放赎回,nan
2021-09-06,4.319,4.319,0.86,限制大额申购,开放赎回,nan
2021-09-07,4.432,4.432,2.62,限制大额申购,开放赎回,nan
2021-09-08,4.298,4.298,-3.02,限制大额申购,开放赎回,nan
2021-09-09,4.324,4.324,0.6,限制大额申购,开放赎回,nan
2021-09-10,4.434,4.434,2.54,限制大额申购,开放赎回,nan
2021-09-13,4.34,4.34,-2.12,限制大额申购,开放赎回,nan
2021-09-14,4.373,4.373,0.76,限制大额申购,开放赎回,nan
2021-09-15,4.448,4.448,1.72,限制大额申购,开放赎回,nan
2021-09-16,4.188,4.188,-5.85,限制大额申购,开放赎回,nan
2021-09-17,4.184,4.184,-0.1,限制大额申购,开放赎回,nan
2021-09-22,4.146,4.146,-0.91,限制大额申购,开放赎回,nan
2021-09-23,4.127,4.127,-0.46,限制大额申购,开放赎回,nan
2021-09-24,4.204,4.204,1.87,限制大额申购,开放赎回,nan
2021-09-27,4.121,4.121,-1.97,限制大额申购,开放赎回,nan
2021-09-28,4.021,4.021,-2.43,限制大额申购,开放赎回,nan
2021-09-29,3.957,3.957,-1.59,限制大额申购,开放赎回,nan
