净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2020-09-30,1.3445,1.6112,0.39,暂停申购,开放赎回,nan
2020-10-09,1.3918,1.6585,3.52,暂停申购,开放赎回,nan
2020-10-12,1.4345,1.7012,3.07,暂停申购,开放赎回,nan
2020-10-13,1.4378,1.7045,0.23,暂停申购,开放赎回,nan
2020-10-14,1.4349,1.7016,-0.2,暂停申购,开放赎回,nan
2020-10-15,1.4204,1.6871,-1.01,暂停申购,开放赎回,nan
2020-10-16,1.4165,1.6832,-0.27,暂停申购,开放赎回,nan
2020-10-19,1.4054,1.6721,-0.78,暂停申购,开放赎回,nan
2020-10-20,1.4168,1.6835,0.81,暂停申购,开放赎回,nan
2020-10-21,1.3944,1.6611,-1.58,暂停申购,开放赎回,nan
2020-10-22,1.385,1.6517,-0.67,暂停申购,开放赎回,nan
2020-10-23,1.3592,1.6259,-1.86,暂停申购,开放赎回,nan
2020-10-26,1.372,1.6387,0.94,暂停申购,开放赎回,nan
2020-10-27,1.3826,1.6493,0.77,暂停申购,开放赎回,nan
2020-10-28,1.3865,1.6532,0.28,暂停申购,开放赎回,nan
2020-10-29,1.39,1.6567,0.25,暂停申购,开放赎回,nan
2020-10-30,1.3552,1.6219,-2.5,暂停申购,开放赎回,nan
2020-11-02,1.3633,1.63,0.6,暂停申购,开放赎回,nan
2020-11-03,1.3837,1.6504,1.5,暂停申购,开放赎回,nan
2020-11-04,1.3766,1.6433,-0.51,暂停申购,开放赎回,nan
2020-11-05,1.4103,1.677,2.45,暂停申购,开放赎回,nan
2020-11-06,1.3916,1.6583,-1.33,暂停申购,开放赎回,nan
2020-11-09,1.4237,1.6904,2.31,暂停申购,开放赎回,nan
2020-11-10,1.4022,1.6689,-1.51,暂停申购,开放赎回,nan
2020-11-11,1.3724,1.6391,-2.13,暂停申购,开放赎回,nan
2020-11-12,1.3779,1.6446,0.4,暂停申购,开放赎回,nan
2020-11-13,1.3866,1.6533,0.63,暂停申购,开放赎回,nan
2020-11-16,1.3954,1.6621,0.63,暂停申购,开放赎回,nan
2020-11-17,1.3794,1.6461,-1.15,暂停申购,开放赎回,nan
2020-11-18,1.3796,1.6463,0.01,暂停申购,开放赎回,nan
2020-11-19,1.384,1.6507,0.32,暂停申购,开放赎回,nan
2020-11-20,1.3956,1.6623,0.84,暂停申购,开放赎回,nan
2020-11-23,1.4066,1.6733,0.79,暂停申购,开放赎回,nan
2020-11-24,1.4104,1.6771,0.27,暂停申购,开放赎回,nan
2020-11-25,1.3858,1.6525,-1.74,暂停申购,开放赎回,nan
2020-11-26,1.373,1.6397,-0.92,暂停申购,开放赎回,nan
2020-11-27,1.3747,1.6414,0.12,暂停申购,开放赎回,nan
2020-11-30,1.3722,1.6389,-0.18,暂停申购,开放赎回,nan
2020-12-01,1.3922,1.6589,1.46,暂停申购,开放赎回,nan
2020-12-02,1.3997,1.6664,0.54,暂停申购,开放赎回,nan
2020-12-03,1.3952,1.6619,-0.32,暂停申购,开放赎回,nan
2020-12-04,1.4021,1.6688,0.49,暂停申购,开放赎回,nan
2020-12-07,1.4018,1.6685,-0.02,暂停申购,开放赎回,nan
2020-12-08,1.4076,1.6743,0.41,暂停申购,开放赎回,nan
2020-12-09,1.3886,1.6553,-1.35,暂停申购,开放赎回,nan
2020-12-10,1.397,1.6637,0.6,暂停申购,开放赎回,nan
2020-12-11,1.3798,1.6465,-1.23,暂停申购,开放赎回,nan
2020-12-14,1.3927,1.6594,0.93,暂停申购,开放赎回,nan
2020-12-15,1.3914,1.6581,-0.09,暂停申购,开放赎回,nan
2020-12-16,1.3819,1.6486,-0.68,暂停申购,开放赎回,nan
2020-12-17,1.3976,1.6643,1.14,暂停申购,开放赎回,nan
2020-12-18,1.3888,1.6555,-0.63,暂停申购,开放赎回,nan
2020-12-21,1.376,1.6819,1.9,暂停申购,开放赎回,每份派现金0.0392元
2020-12-22,1.3438,1.6497,-2.34,暂停申购,开放赎回,nan
2020-12-23,1.349,1.6549,0.39,暂停申购,开放赎回,nan
2020-12-24,1.333,1.6389,-1.19,暂停申购,开放赎回,nan
2020-12-25,1.3507,1.6566,1.33,开放申购,开放赎回,nan
2020-12-28,1.3478,1.6537,-0.21,开放申购,开放赎回,nan
2020-12-29,1.3388,1.6447,-0.67,开放申购,开放赎回,nan
2020-12-30,1.3488,1.6547,0.75,开放申购,开放赎回,nan
2020-12-31,1.3729,1.6788,1.79,开放申购,开放赎回,nan
2021-01-04,1.4082,1.7141,2.57,开放申购,开放赎回,nan
2021-01-05,1.4023,1.7082,-0.42,开放申购,开放赎回,nan
2021-01-06,1.3806,1.6865,-1.55,开放申购,开放赎回,nan
2021-01-07,1.3563,1.6622,-1.76,开放申购,开放赎回,nan
2021-01-08,1.3483,1.6542,-0.59,开放申购,开放赎回,nan
2021-01-11,1.3225,1.6284,-1.91,限制大额申购,开放赎回,nan
2021-01-12,1.3384,1.6443,1.2,限制大额申购,开放赎回,nan
2021-01-13,0.9972,1.6331,-0.84,限制大额申购,开放赎回,每份派现金0.3300元
2021-01-14,0.9983,1.6342,0.11,开放申购,开放赎回,nan
2021-01-15,1.0013,1.6372,0.3,开放申购,开放赎回,nan
2021-01-18,1.0072,1.6431,0.59,开放申购,开放赎回,nan
2021-01-19,1.0056,1.6415,-0.16,开放申购,开放赎回,nan
2021-01-20,1.0134,1.6493,0.78,开放申购,开放赎回,nan
2021-01-21,1.0199,1.6558,0.64,开放申购,开放赎回,nan
2021-01-22,1.0209,1.6568,0.1,开放申购,开放赎回,nan
2021-01-25,1.0152,1.6511,-0.56,开放申购,开放赎回,nan
2021-01-26,1.0056,1.6415,-0.95,开放申购,开放赎回,nan
2021-01-27,1.0094,1.6453,0.38,开放申购,开放赎回,nan
2021-01-28,0.9942,1.6301,-1.51,开放申购,开放赎回,nan
2021-01-29,0.9803,1.6162,-1.4,开放申购,开放赎回,nan
2021-02-01,0.9831,1.619,0.29,开放申购,开放赎回,nan
2021-02-02,0.9935,1.6294,1.06,开放申购,开放赎回,nan
2021-02-03,0.9771,1.613,-1.65,开放申购,开放赎回,nan
2021-02-04,0.9577,1.5936,-1.99,开放申购,开放赎回,nan
2021-02-05,0.9408,1.5767,-1.76,开放申购,开放赎回,nan
2021-02-08,0.9436,1.5795,0.3,开放申购,开放赎回,nan
2021-02-09,0.9706,1.6065,2.86,开放申购,开放赎回,nan
2021-02-10,0.9753,1.6112,0.48,开放申购,开放赎回,nan
2021-02-18,0.9828,1.6187,0.77,开放申购,开放赎回,nan
2021-02-19,1.0017,1.6376,1.92,开放申购,开放赎回,nan
2021-02-22,0.9952,1.6311,-0.65,开放申购,开放赎回,nan
2021-02-23,0.9873,1.6232,-0.79,开放申购,开放赎回,nan
2021-02-24,0.9805,1.6164,-0.69,开放申购,开放赎回,nan
2021-02-25,0.9774,1.6133,-0.32,开放申购,开放赎回,nan
2021-02-26,0.9665,1.6024,-1.12,开放申购,开放赎回,nan
2021-03-01,0.9933,1.6292,2.77,开放申购,开放赎回,nan
2021-03-02,0.9905,1.6264,-0.28,开放申购,开放赎回,nan
2021-03-03,1.0051,1.641,1.47,开放申购,开放赎回,nan
2021-03-04,0.9895,1.6254,-1.55,开放申购,开放赎回,nan
2021-03-05,0.9946,1.6305,0.52,开放申购,开放赎回,nan
2021-03-08,0.9767,1.6126,-1.8,开放申购,开放赎回,nan
2021-03-09,0.9518,1.5877,-2.55,开放申购,开放赎回,nan
2021-03-10,0.9441,1.58,-0.81,开放申购,开放赎回,nan
2021-03-11,0.9651,1.601,2.22,开放申购,开放赎回,nan
2021-03-12,0.967,1.6029,0.2,开放申购,开放赎回,nan
2021-03-15,0.9647,1.6006,-0.24,开放申购,开放赎回,nan
2021-03-16,0.9708,1.6067,0.63,开放申购,开放赎回,nan
2021-03-17,0.9789,1.6148,0.83,开放申购,开放赎回,nan
2021-03-18,0.9839,1.6198,0.51,开放申购,开放赎回,nan
2021-03-19,0.9794,1.6153,-0.46,开放申购,开放赎回,nan
2021-03-22,0.9962,1.6321,1.72,开放申购,开放赎回,nan
2021-03-23,0.9854,1.6213,-1.08,开放申购,开放赎回,nan
2021-03-24,0.9736,1.6095,-1.2,开放申购,开放赎回,nan
2021-03-25,0.9738,1.6097,0.02,开放申购,开放赎回,nan
2021-03-26,0.9919,1.6278,1.86,开放申购,开放赎回,nan
2021-03-29,0.9993,1.6352,0.75,开放申购,开放赎回,nan
2021-03-30,0.9981,1.634,-0.12,开放申购,开放赎回,nan
2021-03-31,0.9988,1.6347,0.07,开放申购,开放赎回,nan
2021-04-01,1.0063,1.6422,0.75,开放申购,开放赎回,nan
2021-04-02,1.0065,1.6424,0.02,开放申购,开放赎回,nan
2021-04-06,1.0162,1.6521,0.96,开放申购,开放赎回,nan
2021-04-07,1.018,1.6539,0.18,开放申购,开放赎回,nan
2021-04-08,1.0202,1.6561,0.22,开放申购,开放赎回,nan
2021-04-09,1.0277,1.6636,0.74,开放申购,开放赎回,nan
2021-04-12,1.0065,1.6424,-2.06,开放申购,开放赎回,nan
2021-04-13,1.0013,1.6372,-0.52,开放申购,开放赎回,nan
2021-04-14,1.0127,1.6486,1.14,开放申购,开放赎回,nan
2021-04-15,1.0124,1.6483,-0.03,开放申购,开放赎回,nan
2021-04-16,1.0234,1.6593,1.09,开放申购,开放赎回,nan
2021-04-19,1.042,1.6779,1.82,开放申购,开放赎回,nan
2021-04-20,1.0405,1.6764,-0.14,开放申购,开放赎回,nan
2021-04-21,1.0388,1.6747,-0.16,开放申购,开放赎回,nan
2021-04-22,1.0456,1.6815,0.65,开放申购,开放赎回,nan
2021-04-23,1.0415,1.6774,-0.39,开放申购,开放赎回,nan
2021-04-26,1.0417,1.6776,0.02,开放申购,开放赎回,nan
2021-04-27,1.0397,1.6756,-0.19,开放申购,开放赎回,nan
2021-04-28,1.0417,1.6776,0.19,开放申购,开放赎回,nan
2021-04-29,1.038,1.6739,-0.36,开放申购,开放赎回,nan
2021-04-30,1.0336,1.6695,-0.42,开放申购,开放赎回,nan
2021-05-06,1.0383,1.6742,0.45,开放申购,开放赎回,nan
2021-05-07,1.0279,1.6638,-1.0,开放申购,开放赎回,nan
2021-05-10,1.0291,1.665,0.12,开放申购,开放赎回,nan
2021-05-11,1.0257,1.6616,-0.33,开放申购,开放赎回,nan
2021-05-12,1.0395,1.6754,1.35,开放申购,开放赎回,nan
2021-05-13,1.032,1.6679,-0.72,开放申购,开放赎回,nan
2021-05-14,1.044,1.6799,1.16,开放申购,开放赎回,nan
2021-05-17,1.0413,1.6772,-0.26,开放申购,开放赎回,nan
2021-05-18,1.0448,1.6807,0.34,开放申购,开放赎回,nan
2021-05-19,1.0457,1.6816,0.09,开放申购,开放赎回,nan
2021-05-20,1.0408,1.6767,-0.47,开放申购,开放赎回,nan
2021-05-21,1.0406,1.6765,-0.02,开放申购,开放赎回,nan
2021-05-24,1.0453,1.6812,0.45,开放申购,开放赎回,nan
2021-05-25,1.0568,1.6927,1.1,开放申购,开放赎回,nan
2021-05-26,1.0628,1.6987,0.57,开放申购,开放赎回,nan
2021-05-27,1.0739,1.7098,1.04,开放申购,开放赎回,nan
2021-05-28,1.0741,1.71,0.02,开放申购,开放赎回,nan
2021-05-31,1.0912,1.7271,1.59,开放申购,开放赎回,nan
2021-06-01,1.0995,1.7354,0.76,开放申购,开放赎回,nan
2021-06-02,1.0872,1.7231,-1.12,开放申购,开放赎回,nan
2021-06-03,1.0863,1.7222,-0.08,开放申购,开放赎回,nan
2021-06-04,1.0904,1.7263,0.38,开放申购,开放赎回,nan
2021-06-07,1.1043,1.7402,1.27,开放申购,开放赎回,nan
2021-06-08,1.0983,1.7342,-0.54,开放申购,开放赎回,nan
2021-06-09,1.1024,1.7383,0.37,开放申购,开放赎回,nan
2021-06-10,1.1102,1.7461,0.71,开放申购,开放赎回,nan
2021-06-11,1.104,1.7399,-0.56,开放申购,开放赎回,nan
2021-06-15,1.0999,1.7358,-0.37,开放申购,开放赎回,nan
2021-06-16,1.0747,1.7106,-2.29,开放申购,开放赎回,nan
2021-06-17,1.0913,1.7272,1.54,开放申购,开放赎回,nan
2021-06-18,1.1035,1.7394,1.12,开放申购,开放赎回,nan
2021-06-21,1.1168,1.7527,1.21,开放申购,开放赎回,nan
2021-06-22,1.1216,1.7575,0.43,开放申购,开放赎回,nan
2021-06-23,1.1309,1.7668,0.83,开放申购,开放赎回,nan
2021-06-24,1.1195,1.7554,-1.01,开放申购,开放赎回,nan
2021-06-25,1.1301,1.766,0.95,开放申购,开放赎回,nan
2021-06-28,1.1399,1.7758,0.87,开放申购,开放赎回,nan
2021-06-29,1.1339,1.7698,-0.53,开放申购,开放赎回,nan
2021-06-30,1.1504,1.7863,1.46,开放申购,开放赎回,nan
2021-07-01,1.1353,1.7712,-1.31,开放申购,开放赎回,nan
2021-07-02,1.1288,1.7647,-0.57,开放申购,开放赎回,nan
2021-07-05,1.1441,1.78,1.36,开放申购,开放赎回,nan
2021-07-06,1.1395,1.7754,-0.4,开放申购,开放赎回,nan
2021-07-07,1.1596,1.7955,1.76,开放申购,开放赎回,nan
2021-07-08,1.166,1.8019,0.55,开放申购,开放赎回,nan
2021-07-09,1.1772,1.8131,0.96,开放申购,开放赎回,nan
2021-07-12,1.2007,1.8366,2.0,开放申购,开放赎回,nan
2021-07-13,1.2127,1.8486,1.0,开放申购,开放赎回,nan
2021-07-14,1.2004,1.8363,-1.01,开放申购,开放赎回,nan
2021-07-15,1.1971,1.833,-0.27,开放申购,开放赎回,nan
