净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2020-12-08,0.958,0.707,-0.21,暂停申购,开放赎回,nan
2020-12-09,0.977,0.719,1.98,暂停申购,开放赎回,nan
2020-12-10,0.977,0.719,0.0,暂停申购,开放赎回,nan
2020-12-11,0.975,0.717,-0.2,暂停申购,开放赎回,nan
2020-12-14,0.923,0.684,-5.33,暂停申购,开放赎回,nan
2020-12-15,0.893,0.683,-0.26,暂停申购,暂停赎回,每份基金份额折算1.0309490349999999份
2020-12-16,0.887,0.679,-0.67,暂停申购,暂停赎回,nan
2020-12-17,0.911,0.694,2.71,暂停申购,开放赎回,nan
2020-12-18,0.968,0.731,6.26,暂停申购,开放赎回,nan
2020-12-21,0.978,0.737,1.03,暂停申购,开放赎回,nan
2020-12-22,0.928,0.705,-5.11,暂停申购,开放赎回,nan
2020-12-23,0.949,0.718,2.26,暂停申购,开放赎回,nan
2020-12-24,0.959,0.725,1.05,暂停申购,开放赎回,nan
2020-12-25,0.987,0.743,2.92,暂停申购,开放赎回,nan
2020-12-28,0.998,0.75,1.11,暂停申购,开放赎回,nan
2020-12-29,0.956,0.723,-4.21,暂停申购,开放赎回,nan
2020-12-30,0.982,0.739,2.72,暂停申购,开放赎回,nan
2020-12-31,0.974,0.734,-0.81,暂停申购,暂停赎回,nan
2021-01-04,0.992,0.992,1.85,暂停申购,暂停赎回,nan
2021-01-05,0.971,0.971,-2.12,开放申购,开放赎回,nan
2021-01-06,0.961,0.961,-1.03,开放申购,开放赎回,nan
2021-01-07,0.975,0.975,1.46,开放申购,开放赎回,nan
2021-01-08,0.97,0.97,-0.51,开放申购,开放赎回,nan
2021-01-11,0.924,0.924,-4.74,开放申购,开放赎回,nan
2021-01-12,0.934,0.934,1.08,开放申购,开放赎回,nan
2021-01-13,0.929,0.929,-0.54,开放申购,开放赎回,nan
2021-01-14,0.908,0.908,-2.26,开放申购,开放赎回,nan
2021-01-15,0.927,0.927,2.09,开放申购,开放赎回,nan
2021-01-18,0.945,0.945,1.94,开放申购,开放赎回,nan
2021-01-19,0.943,0.943,-0.21,开放申购,开放赎回,nan
2021-01-20,0.944,0.944,0.11,开放申购,开放赎回,nan
2021-01-21,0.966,0.966,2.33,开放申购,开放赎回,nan
2021-01-22,0.945,0.945,-2.17,开放申购,开放赎回,nan
2021-01-25,0.939,0.939,-0.63,开放申购,开放赎回,nan
2021-01-26,0.952,0.952,1.38,开放申购,开放赎回,nan
2021-01-27,0.952,0.952,0.0,开放申购,开放赎回,nan
2021-01-28,0.925,0.925,-2.84,开放申购,开放赎回,nan
2021-01-29,0.898,0.898,-2.92,开放申购,开放赎回,nan
2021-02-01,0.919,0.919,2.34,开放申购,开放赎回,nan
2021-02-02,0.909,0.909,-1.09,开放申购,开放赎回,nan
2021-02-03,0.902,0.902,-0.77,开放申购,开放赎回,nan
2021-02-04,0.902,0.902,0.0,开放申购,开放赎回,nan
2021-02-05,0.87,0.87,-3.55,开放申购,开放赎回,nan
2021-02-08,0.89,0.89,2.3,开放申购,开放赎回,nan
2021-02-09,0.912,0.912,2.47,开放申购,开放赎回,nan
2021-02-10,0.907,0.907,-0.55,开放申购,开放赎回,nan
2021-02-18,0.963,0.963,6.17,开放申购,开放赎回,nan
2021-02-19,0.995,0.995,3.32,开放申购,开放赎回,nan
2021-02-22,1.018,1.018,2.31,开放申购,开放赎回,nan
2021-02-23,0.985,0.985,-3.24,开放申购,开放赎回,nan
2021-02-24,0.973,0.973,-1.22,开放申购,开放赎回,nan
2021-02-25,0.973,0.973,0.0,开放申购,开放赎回,nan
2021-02-26,0.941,0.941,-3.29,开放申购,开放赎回,nan
2021-03-01,0.964,0.964,2.44,开放申购,开放赎回,nan
2021-03-02,0.972,0.972,0.83,开放申购,开放赎回,nan
2021-03-03,1.011,1.011,4.01,开放申购,开放赎回,nan
2021-03-04,1.01,1.01,-0.1,开放申购,开放赎回,nan
2021-03-05,0.989,0.989,-2.08,开放申购,开放赎回,nan
2021-03-08,0.985,0.985,-0.4,开放申购,开放赎回,nan
2021-03-09,0.974,0.974,-1.12,开放申购,开放赎回,nan
2021-03-10,0.984,0.984,1.03,开放申购,开放赎回,nan
2021-03-11,1.006,1.006,2.24,开放申购,开放赎回,nan
2021-03-12,1.018,1.018,1.19,开放申购,开放赎回,nan
2021-03-15,1.03,1.03,1.18,开放申购,开放赎回,nan
2021-03-16,1.013,1.013,-1.65,开放申购,开放赎回,nan
2021-03-17,1.022,1.022,0.89,开放申购,开放赎回,nan
2021-03-18,1.01,1.01,-1.17,开放申购,开放赎回,nan
2021-03-19,0.998,0.998,-1.19,开放申购,开放赎回,nan
2021-03-22,1.005,1.005,0.7,开放申购,开放赎回,nan
2021-03-23,0.967,0.967,-3.78,开放申购,开放赎回,nan
2021-03-24,0.945,0.945,-2.28,开放申购,开放赎回,nan
2021-03-25,0.963,0.963,1.9,开放申购,开放赎回,nan
2021-03-26,0.965,0.965,0.21,开放申购,开放赎回,nan
2021-03-29,1.01,1.01,4.66,开放申购,开放赎回,nan
2021-03-30,0.995,0.995,-1.49,开放申购,开放赎回,nan
2021-03-31,0.991,0.991,-0.4,开放申购,开放赎回,nan
2021-04-01,0.995,0.995,0.4,开放申购,开放赎回,nan
2021-04-02,0.984,0.984,-1.11,开放申购,开放赎回,nan
2021-04-06,0.992,0.992,0.81,开放申购,开放赎回,nan
2021-04-07,1.006,1.006,1.41,开放申购,开放赎回,nan
2021-04-08,1.012,1.012,0.6,开放申购,开放赎回,nan
2021-04-09,1.026,1.026,1.38,开放申购,开放赎回,nan
2021-04-12,1.019,1.019,-0.68,开放申购,开放赎回,nan
2021-04-13,0.999,0.999,-1.96,开放申购,开放赎回,nan
2021-04-14,1.007,1.007,0.8,开放申购,开放赎回,nan
2021-04-15,1.013,1.013,0.6,开放申购,开放赎回,nan
2021-04-16,1.043,1.043,2.96,开放申购,开放赎回,nan
2021-04-19,1.054,1.054,1.05,开放申购,开放赎回,nan
2021-04-20,1.049,1.049,-0.47,开放申购,开放赎回,nan
2021-04-21,1.047,1.047,-0.19,开放申购,开放赎回,nan
2021-04-22,1.057,1.057,0.96,开放申购,开放赎回,nan
2021-04-23,1.044,1.044,-1.23,开放申购,开放赎回,nan
2021-04-26,1.064,1.064,1.92,开放申购,开放赎回,nan
2021-04-27,1.048,1.048,-1.5,开放申购,开放赎回,nan
2021-04-28,1.082,1.082,3.24,开放申购,开放赎回,nan
2021-04-29,1.09,1.09,0.74,开放申购,开放赎回,nan
2021-04-30,1.057,1.057,-3.03,开放申购,开放赎回,nan
2021-05-06,1.105,1.105,4.54,开放申购,开放赎回,nan
2021-05-07,1.152,1.152,4.25,开放申购,开放赎回,nan
2021-05-10,1.217,1.217,5.64,开放申购,开放赎回,nan
2021-05-11,1.189,1.189,-2.3,开放申购,开放赎回,nan
2021-05-12,1.201,1.201,1.01,开放申购,开放赎回,nan
2021-05-13,1.148,1.148,-4.41,开放申购,开放赎回,nan
2021-05-14,1.135,1.135,-1.13,开放申购,开放赎回,nan
2021-05-17,1.135,1.135,0.0,开放申购,开放赎回,nan
2021-05-18,1.142,1.142,0.62,开放申购,开放赎回,nan
2021-05-19,1.122,1.122,-1.75,开放申购,开放赎回,nan
2021-05-20,1.079,1.079,-3.83,开放申购,开放赎回,nan
2021-05-21,1.098,1.098,1.76,开放申购,开放赎回,nan
2021-05-24,1.095,1.095,-0.27,开放申购,开放赎回,nan
2021-05-25,1.111,1.111,1.46,开放申购,开放赎回,nan
2021-05-26,1.113,1.113,0.18,开放申购,开放赎回,nan
2021-05-27,1.129,1.129,1.44,开放申购,开放赎回,nan
2021-05-28,1.122,1.122,-0.62,开放申购,开放赎回,nan
2021-05-31,1.126,1.126,0.36,开放申购,开放赎回,nan
2021-06-01,1.163,1.163,3.29,开放申购,开放赎回,nan
2021-06-02,1.169,1.169,0.52,开放申购,开放赎回,nan
2021-06-03,1.186,1.186,1.45,开放申购,开放赎回,nan
2021-06-04,1.167,1.167,-1.6,开放申购,开放赎回,nan
2021-06-07,1.183,1.183,1.37,开放申购,开放赎回,nan
2021-06-08,1.177,1.177,-0.51,开放申购,开放赎回,nan
2021-06-09,1.224,1.224,3.99,开放申购,开放赎回,nan
2021-06-10,1.215,1.215,-0.74,开放申购,开放赎回,nan
2021-06-11,1.223,1.223,0.66,开放申购,开放赎回,nan
2021-06-15,1.218,1.218,-0.41,开放申购,开放赎回,nan
2021-06-16,1.211,1.211,-0.57,开放申购,开放赎回,nan
2021-06-17,1.218,1.218,0.58,开放申购,开放赎回,nan
2021-06-18,1.193,1.193,-2.05,开放申购,开放赎回,nan
2021-06-21,1.174,1.174,-1.59,开放申购,开放赎回,nan
2021-06-22,1.187,1.187,1.11,开放申购,开放赎回,nan
2021-06-23,1.227,1.227,3.37,开放申购,开放赎回,nan
2021-06-24,1.233,1.233,0.49,开放申购,开放赎回,nan
2021-06-25,1.273,1.273,3.24,开放申购,开放赎回,nan
2021-06-28,1.208,1.208,-5.11,开放申购,开放赎回,nan
2021-06-29,1.189,1.189,-1.57,开放申购,开放赎回,nan
2021-06-30,1.197,1.197,0.67,开放申购,开放赎回,nan
2021-07-01,1.174,1.174,-1.92,开放申购,开放赎回,nan
2021-07-02,1.172,1.172,-0.17,开放申购,开放赎回,nan
2021-07-05,1.197,1.197,2.13,开放申购,开放赎回,nan
2021-07-06,1.198,1.198,0.08,开放申购,开放赎回,nan
2021-07-07,1.18,1.18,-1.5,开放申购,开放赎回,nan
2021-07-08,1.134,1.134,-3.9,开放申购,开放赎回,nan
2021-07-09,1.163,1.163,2.56,开放申购,开放赎回,nan
2021-07-12,1.167,1.167,0.34,开放申购,开放赎回,nan
2021-07-13,1.21,1.21,3.68,开放申购,开放赎回,nan
2021-07-14,1.221,1.221,0.91,开放申购,开放赎回,nan
2021-07-15,1.228,1.228,0.57,开放申购,开放赎回,nan
2021-07-16,1.255,1.255,2.2,开放申购,开放赎回,nan
2021-07-19,1.257,1.257,0.16,开放申购,开放赎回,nan
2021-07-20,1.27,1.27,1.03,开放申购,开放赎回,nan
2021-07-21,1.26,1.26,-0.79,开放申购,开放赎回,nan
2021-07-22,1.273,1.273,1.03,开放申购,开放赎回,nan
2021-07-23,1.283,1.283,0.79,开放申购,开放赎回,nan
2021-07-26,1.275,1.275,-0.62,开放申购,开放赎回,nan
2021-07-27,1.246,1.246,-2.27,开放申购,开放赎回,nan
2021-07-28,1.234,1.234,-0.96,开放申购,开放赎回,nan
2021-07-29,1.252,1.252,1.46,开放申购,开放赎回,nan
2021-07-30,1.276,1.276,1.92,开放申购,开放赎回,nan
2021-08-02,1.246,1.246,-2.35,开放申购,开放赎回,nan
2021-08-03,1.21,1.21,-2.89,开放申购,开放赎回,nan
2021-08-04,1.261,1.261,4.21,开放申购,开放赎回,nan
2021-08-05,1.271,1.271,0.79,开放申购,开放赎回,nan
2021-08-06,1.319,1.319,3.78,开放申购,开放赎回,nan
2021-08-09,1.328,1.328,0.68,开放申购,开放赎回,nan
2021-08-10,1.335,1.335,0.53,开放申购,开放赎回,nan
2021-08-11,1.4,1.4,4.87,开放申购,开放赎回,nan
2021-08-12,1.417,1.417,1.21,开放申购,开放赎回,nan
2021-08-13,1.433,1.433,1.13,开放申购,开放赎回,nan
2021-08-16,1.436,1.436,0.21,开放申购,开放赎回,nan
2021-08-17,1.398,1.398,-2.65,开放申购,开放赎回,nan
2021-08-18,1.398,1.398,0.0,开放申购,开放赎回,nan
2021-08-19,1.372,1.372,-1.86,开放申购,开放赎回,nan
2021-08-20,1.36,1.36,-0.87,开放申购,开放赎回,nan
2021-08-23,1.404,1.404,3.24,开放申购,开放赎回,nan
2021-08-24,1.421,1.421,1.21,开放申购,开放赎回,nan
2021-08-25,1.476,1.476,3.87,开放申购,开放赎回,nan
2021-08-26,1.524,1.524,3.25,开放申购,开放赎回,nan
2021-08-27,1.525,1.525,0.07,开放申购,开放赎回,nan
2021-08-30,1.572,1.572,3.08,开放申购,开放赎回,nan
2021-08-31,1.646,1.646,4.71,开放申购,开放赎回,nan
2021-09-01,1.591,1.591,-3.34,开放申购,开放赎回,nan
2021-09-02,1.661,1.661,4.4,开放申购,开放赎回,nan
2021-09-03,1.622,1.622,-2.35,开放申购,开放赎回,nan
2021-09-06,1.655,1.655,2.03,开放申购,开放赎回,nan
2021-09-07,1.731,1.731,4.59,开放申购,开放赎回,nan
2021-09-08,1.787,1.787,3.24,开放申购,开放赎回,nan
2021-09-09,1.883,1.883,5.37,开放申购,开放赎回,nan
2021-09-10,1.819,1.819,-3.4,开放申购,开放赎回,nan
2021-09-13,1.879,1.879,3.3,开放申购,开放赎回,nan
2021-09-14,1.845,1.845,-1.81,开放申购,开放赎回,nan
2021-09-15,1.859,1.859,0.76,开放申购,开放赎回,nan
2021-09-16,1.856,1.856,-0.16,开放申购,开放赎回,nan
2021-09-17,1.752,1.752,-5.6,开放申购,开放赎回,nan
2021-09-22,1.842,1.842,5.14,开放申购,开放赎回,nan
2021-09-23,1.811,1.811,-1.68,开放申购,开放赎回,nan
2021-09-24,1.689,1.689,-6.74,开放申购,开放赎回,nan
2021-09-27,1.643,1.643,-2.72,开放申购,开放赎回,nan
2021-09-28,1.708,1.708,3.96,开放申购,开放赎回,nan
2021-09-29,1.625,1.625,-4.86,开放申购,开放赎回,nan
