净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2021-01-28,3.5122,3.5898,-1.69,开放申购,开放赎回,nan
2021-01-29,3.5403,3.6179,0.8,开放申购,开放赎回,nan
2021-02-01,3.5436,3.6212,0.09,开放申购,开放赎回,nan
2021-02-02,3.6672,3.7448,3.49,开放申购,开放赎回,nan
2021-02-03,3.6437,3.7213,-0.64,开放申购,开放赎回,nan
2021-02-04,3.6596,3.7372,0.44,开放申购,开放赎回,nan
2021-02-05,3.6808,3.7584,0.58,开放申购,开放赎回,nan
2021-02-08,3.7052,3.7828,0.66,开放申购,开放赎回,nan
2021-02-09,3.7932,3.8708,2.38,开放申购,开放赎回,nan
2021-02-10,3.9048,3.9824,2.94,开放申购,开放赎回,nan
2021-02-18,3.7689,3.8465,-3.48,开放申购,开放赎回,nan
2021-02-19,3.7987,3.8763,0.79,开放申购,开放赎回,nan
2021-02-22,3.5808,3.6584,-5.74,开放申购,开放赎回,nan
2021-02-23,3.5622,3.6398,-0.52,开放申购,开放赎回,nan
2021-02-24,3.4159,3.4935,-4.11,开放申购,开放赎回,nan
2021-02-25,3.3713,3.4489,-1.31,开放申购,开放赎回,nan
2021-02-26,3.2939,3.3715,-2.3,开放申购,开放赎回,nan
2021-03-01,3.3177,3.3953,0.72,开放申购,开放赎回,nan
2021-03-02,3.2439,3.3215,-2.22,开放申购,开放赎回,nan
2021-03-03,3.3,3.3776,1.73,开放申购,开放赎回,nan
2021-03-04,3.158,3.2356,-4.3,开放申购,开放赎回,nan
2021-03-05,3.185,3.2626,0.85,开放申购,开放赎回,nan
2021-03-08,3.018,3.0956,-5.24,开放申购,开放赎回,nan
2021-03-09,2.9321,3.0097,-2.85,开放申购,开放赎回,nan
2021-03-10,2.9942,3.0718,2.12,开放申购,开放赎回,nan
2021-03-11,3.0862,3.1638,3.07,开放申购,开放赎回,nan
2021-03-12,3.0784,3.156,-0.25,开放申购,开放赎回,nan
2021-03-15,2.9638,3.0414,-3.72,开放申购,开放赎回,nan
2021-03-16,3.0285,3.1061,2.18,开放申购,开放赎回,nan
2021-03-17,3.0647,3.1423,1.2,开放申购,开放赎回,nan
2021-03-18,3.1314,3.209,2.18,开放申购,开放赎回,nan
2021-03-19,3.0602,3.1378,-2.27,开放申购,开放赎回,nan
2021-03-22,3.0702,3.1478,0.33,开放申购,开放赎回,nan
2021-03-23,3.0789,3.1565,0.28,开放申购,开放赎回,nan
2021-03-24,3.069,3.1466,-0.32,开放申购,开放赎回,nan
2021-03-25,3.0649,3.1425,-0.13,开放申购,开放赎回,nan
2021-03-26,3.1515,3.2291,2.83,开放申购,开放赎回,nan
2021-03-29,3.1898,3.2674,1.22,开放申购,开放赎回,nan
2021-03-30,3.2125,3.2901,0.71,开放申购,开放赎回,nan
2021-03-31,3.1756,3.2532,-1.15,开放申购,开放赎回,nan
2021-04-01,3.232,3.3096,1.78,开放申购,开放赎回,nan
2021-04-02,3.3371,3.4147,3.25,开放申购,开放赎回,nan
2021-04-06,3.3099,3.3875,-0.82,开放申购,开放赎回,nan
2021-04-07,3.223,3.3006,-2.63,开放申购,开放赎回,nan
2021-04-08,3.2807,3.3583,1.79,开放申购,开放赎回,nan
2021-04-09,3.2121,3.2897,-2.09,开放申购,开放赎回,nan
2021-04-12,3.1861,3.2637,-0.81,开放申购,开放赎回,nan
2021-04-13,3.2138,3.2914,0.87,开放申购,开放赎回,nan
2021-04-14,3.2433,3.3209,0.92,开放申购,开放赎回,nan
2021-04-15,3.2168,3.2944,-0.82,开放申购,开放赎回,nan
2021-04-16,3.2577,3.3353,1.27,开放申购,开放赎回,nan
2021-04-19,3.2998,3.3774,1.29,开放申购,开放赎回,nan
2021-04-20,3.3261,3.4037,0.8,开放申购,开放赎回,nan
2021-04-21,3.3705,3.4481,1.33,开放申购,开放赎回,nan
2021-04-22,3.3632,3.4408,-0.22,开放申购,开放赎回,nan
2021-04-23,3.4037,3.4813,1.2,开放申购,开放赎回,nan
2021-04-26,3.3393,3.4169,-1.89,开放申购,开放赎回,nan
2021-04-27,3.3762,3.4538,1.11,开放申购,开放赎回,nan
2021-04-28,3.4103,3.4879,1.01,开放申购,开放赎回,nan
2021-04-29,3.4413,3.5189,0.91,开放申购,开放赎回,nan
2021-04-30,3.4186,3.4962,-0.66,开放申购,开放赎回,nan
2021-05-06,3.3313,3.4089,-2.55,开放申购,开放赎回,nan
2021-05-07,3.2752,3.3528,-1.68,开放申购,开放赎回,nan
2021-05-10,3.2278,3.3054,-1.45,开放申购,开放赎回,nan
2021-05-11,3.3267,3.4043,3.06,开放申购,开放赎回,nan
2021-05-12,3.3617,3.4393,1.05,开放申购,开放赎回,nan
2021-05-13,3.3811,3.4587,0.58,开放申购,开放赎回,nan
2021-05-14,3.4401,3.5177,1.74,开放申购,开放赎回,nan
2021-05-17,3.5069,3.5845,1.94,开放申购,开放赎回,nan
2021-05-18,3.5083,3.5859,0.04,开放申购,开放赎回,nan
2021-05-19,3.484,3.5616,-0.69,开放申购,开放赎回,nan
2021-05-20,3.536,3.6136,1.49,开放申购,开放赎回,nan
2021-05-21,3.5203,3.5979,-0.44,开放申购,开放赎回,nan
2021-05-24,3.5836,3.6612,1.8,开放申购,开放赎回,nan
2021-05-25,3.7061,3.7837,3.42,开放申购,开放赎回,nan
2021-05-26,3.6793,3.7569,-0.72,开放申购,开放赎回,nan
2021-05-27,3.692,3.7696,0.35,开放申购,开放赎回,nan
2021-05-28,3.6717,3.7493,-0.55,开放申购,开放赎回,nan
2021-05-31,3.6783,3.7559,0.18,开放申购,开放赎回,nan
2021-06-01,3.7026,3.7802,0.66,开放申购,开放赎回,nan
2021-06-02,3.652,3.7296,-1.37,开放申购,开放赎回,nan
2021-06-03,3.6765,3.7541,0.67,开放申购,开放赎回,nan
2021-06-04,3.7147,3.7923,1.04,开放申购,开放赎回,nan
2021-06-07,3.7338,3.8114,0.51,开放申购,开放赎回,nan
2021-06-08,3.5802,3.6578,-4.11,开放申购,开放赎回,nan
2021-06-09,3.5934,3.671,0.37,开放申购,开放赎回,nan
2021-06-10,3.6213,3.6989,0.78,开放申购,开放赎回,nan
2021-06-11,3.5477,3.6253,-2.03,开放申购,开放赎回,nan
2021-06-15,3.5314,3.609,-0.46,开放申购,开放赎回,nan
2021-06-16,3.5009,3.5785,-0.86,开放申购,开放赎回,nan
2021-06-17,3.5399,3.6175,1.11,开放申购,开放赎回,nan
2021-06-18,3.4978,3.5754,-1.19,开放申购,开放赎回,nan
2021-06-21,3.4809,3.5585,-0.48,开放申购,开放赎回,nan
2021-06-22,3.4993,3.5769,0.53,开放申购,开放赎回,nan
2021-06-23,3.4301,3.5077,-1.98,开放申购,开放赎回,nan
2021-06-24,3.4385,3.5161,0.24,开放申购,开放赎回,nan
2021-06-25,3.4951,3.5727,1.65,开放申购,开放赎回,nan
2021-06-28,3.5203,3.5979,0.72,开放申购,开放赎回,nan
2021-06-29,3.4676,3.5452,-1.5,开放申购,开放赎回,nan
2021-06-30,3.483,3.5606,0.44,开放申购,开放赎回,nan
2021-07-01,3.514,3.5916,0.89,开放申购,开放赎回,nan
2021-07-02,3.4042,3.4818,-3.12,开放申购,开放赎回,nan
2021-07-05,3.3824,3.46,-0.64,开放申购,开放赎回,nan
2021-07-06,3.3582,3.4358,-0.72,开放申购,开放赎回,nan
2021-07-07,3.3821,3.4597,0.71,开放申购,开放赎回,nan
2021-07-08,3.3184,3.396,-1.88,开放申购,开放赎回,nan
2021-07-09,3.2519,3.3295,-2.0,开放申购,开放赎回,nan
2021-07-12,3.2862,3.3638,1.05,开放申购,开放赎回,nan
2021-07-13,3.3651,3.4427,2.4,开放申购,开放赎回,nan
2021-07-14,3.3822,3.4598,0.51,开放申购,开放赎回,nan
2021-07-15,3.4383,3.5159,1.66,开放申购,开放赎回,nan
2021-07-16,3.3826,3.4602,-1.62,开放申购,开放赎回,nan
2021-07-19,3.3925,3.4701,0.29,开放申购,开放赎回,nan
2021-07-20,3.3966,3.4742,0.12,开放申购,开放赎回,nan
2021-07-21,3.3855,3.4631,-0.33,开放申购,开放赎回,nan
2021-07-22,3.3417,3.4193,-1.29,开放申购,开放赎回,nan
2021-07-23,3.2666,3.3442,-2.25,开放申购,开放赎回,nan
2021-07-26,3.1006,3.1782,-5.08,开放申购,开放赎回,nan
2021-07-27,2.9829,3.0605,-3.8,开放申购,开放赎回,nan
2021-07-28,3.007,3.0846,0.81,开放申购,开放赎回,nan
2021-07-29,2.9951,3.0727,-0.4,开放申购,开放赎回,nan
2021-07-30,2.8926,2.9702,-3.42,开放申购,开放赎回,nan
2021-08-02,3.0208,3.0984,4.43,开放申购,开放赎回,nan
2021-08-03,3.0625,3.1401,1.38,开放申购,开放赎回,nan
2021-08-04,3.0154,3.093,-1.54,开放申购,开放赎回,nan
2021-08-05,2.9981,3.0757,-0.57,开放申购,开放赎回,nan
2021-08-06,2.9756,3.0532,-0.75,开放申购,开放赎回,nan
2021-08-09,3.0583,3.1359,2.78,开放申购,开放赎回,nan
2021-08-10,3.189,3.2666,4.27,开放申购,开放赎回,nan
2021-08-11,3.1324,3.21,-1.77,开放申购,开放赎回,nan
2021-08-12,3.0746,3.1522,-1.85,开放申购,开放赎回,nan
2021-08-13,3.0872,3.1648,0.41,开放申购,开放赎回,nan
2021-08-16,3.1082,3.1858,0.68,开放申购,开放赎回,nan
2021-08-17,2.9891,3.0667,-3.83,开放申购,开放赎回,nan
2021-08-18,2.9917,3.0693,0.09,开放申购,开放赎回,nan
2021-08-19,2.9498,3.0274,-1.4,开放申购,开放赎回,nan
2021-08-20,2.8174,2.895,-4.49,开放申购,开放赎回,nan
2021-08-23,2.8427,2.9203,0.9,开放申购,开放赎回,nan
2021-08-24,2.9005,2.9781,2.03,开放申购,开放赎回,nan
2021-08-25,2.9512,3.0288,1.75,开放申购,开放赎回,nan
2021-08-26,2.8673,2.9449,-2.84,开放申购,开放赎回,nan
2021-08-27,2.8631,2.9407,-0.15,开放申购,开放赎回,nan
2021-08-30,2.8639,2.9415,0.03,开放申购,开放赎回,nan
2021-08-31,2.8159,2.8935,-1.68,开放申购,开放赎回,nan
2021-09-01,2.8964,2.974,2.86,开放申购,开放赎回,nan
2021-09-02,2.8558,2.9334,-1.4,开放申购,开放赎回,nan
2021-09-03,2.881,2.9586,0.88,开放申购,开放赎回,nan
2021-09-06,2.9531,3.0307,2.5,开放申购,开放赎回,nan
2021-09-07,2.965,3.0426,0.4,开放申购,开放赎回,nan
2021-09-08,2.9269,3.0045,-1.28,开放申购,开放赎回,nan
2021-09-09,2.9195,2.9971,-0.25,开放申购,开放赎回,nan
2021-09-10,2.954,3.0316,1.18,开放申购,开放赎回,nan
2021-09-13,2.9221,2.9997,-1.08,开放申购,开放赎回,nan
2021-09-14,2.9042,2.9818,-0.61,开放申购,开放赎回,nan
2021-09-15,2.8422,2.9198,-2.13,开放申购,开放赎回,nan
2021-09-16,2.8612,2.9388,0.67,开放申购,开放赎回,nan
2021-09-17,2.9313,3.0089,2.45,开放申购,开放赎回,nan
2021-09-22,2.8635,2.9411,-2.31,开放申购,开放赎回,nan
2021-09-23,2.892,2.9696,1.0,开放申购,开放赎回,nan
2021-09-24,2.9859,3.0635,3.25,开放申购,开放赎回,nan
2021-09-27,3.1212,3.1988,4.53,开放申购,开放赎回,nan
2021-09-28,3.09,3.1676,-1.0,开放申购,开放赎回,nan
2021-09-29,3.078,3.1556,-0.39,开放申购,开放赎回,nan
2021-09-30,3.102,3.1796,0.78,开放申购,开放赎回,nan
