净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2021-01-08,1.8184,1.8184,-1.17,开放申购,开放赎回,nan
2021-01-11,1.7353,1.7353,-4.57,开放申购,开放赎回,nan
2021-01-12,1.7948,1.7948,3.43,开放申购,开放赎回,nan
2021-01-13,1.7626,1.7626,-1.79,开放申购,开放赎回,nan
2021-01-14,1.6998,1.6998,-3.56,开放申购,开放赎回,nan
2021-01-15,1.725,1.725,1.48,开放申购,开放赎回,nan
2021-01-18,1.7361,1.7361,0.64,开放申购,开放赎回,nan
2021-01-19,1.6914,1.6914,-2.57,开放申购,开放赎回,nan
2021-01-20,1.8083,1.8083,6.91,开放申购,开放赎回,nan
2021-01-21,1.8682,1.8682,3.31,开放申购,开放赎回,nan
2021-01-22,1.9064,1.9064,2.04,开放申购,开放赎回,nan
2021-01-25,1.9095,1.9095,0.16,开放申购,开放赎回,nan
2021-01-26,1.8595,1.8595,-2.62,开放申购,开放赎回,nan
2021-01-27,1.9002,1.9002,2.19,开放申购,开放赎回,nan
2021-01-28,1.8109,1.8109,-4.7,开放申购,开放赎回,nan
2021-01-29,1.7894,1.7894,-1.19,开放申购,开放赎回,nan
2021-02-01,1.7623,1.7623,-1.51,开放申购,开放赎回,nan
2021-02-02,1.8075,1.8075,2.56,开放申购,开放赎回,nan
2021-02-03,1.7833,1.7833,-1.34,开放申购,开放赎回,nan
2021-02-04,1.7326,1.7326,-2.84,开放申购,开放赎回,nan
2021-02-05,1.6714,1.6714,-3.53,开放申购,开放赎回,nan
2021-02-08,1.6666,1.6666,-0.29,开放申购,开放赎回,nan
2021-02-09,1.7259,1.7259,3.56,开放申购,开放赎回,nan
2021-02-10,1.7522,1.7522,1.52,开放申购,开放赎回,nan
2021-02-18,1.7317,1.7317,-1.17,开放申购,开放赎回,nan
2021-02-19,1.7011,1.7011,-1.77,开放申购,开放赎回,nan
2021-02-22,1.6806,1.6806,-1.21,开放申购,开放赎回,nan
2021-02-23,1.6559,1.6559,-1.47,开放申购,开放赎回,nan
2021-02-24,1.589,1.589,-4.04,开放申购,开放赎回,nan
2021-02-25,1.567,1.567,-1.38,开放申购,开放赎回,nan
2021-02-26,1.5439,1.5439,-1.47,开放申购,开放赎回,nan
2021-03-01,1.5981,1.5981,3.51,开放申购,开放赎回,nan
2021-03-02,1.5841,1.5841,-0.88,开放申购,开放赎回,nan
2021-03-03,1.6067,1.6067,1.43,开放申购,开放赎回,nan
2021-03-04,1.5196,1.5196,-5.42,开放申购,开放赎回,nan
2021-03-05,1.5245,1.5245,0.32,开放申购,开放赎回,nan
2021-03-08,1.4575,1.4575,-4.39,开放申购,开放赎回,nan
2021-03-09,1.4606,1.4606,0.21,开放申购,开放赎回,nan
2021-03-10,1.4742,1.4742,0.93,开放申购,开放赎回,nan
2021-03-11,1.4982,1.4982,1.63,开放申购,开放赎回,nan
2021-03-12,1.4989,1.4989,0.05,开放申购,开放赎回,nan
2021-03-15,1.4612,1.4612,-2.52,开放申购,开放赎回,nan
2021-03-16,1.4785,1.4785,1.18,开放申购,开放赎回,nan
2021-03-17,1.5051,1.5051,1.8,开放申购,开放赎回,nan
2021-03-18,1.5145,1.5145,0.62,开放申购,开放赎回,nan
2021-03-19,1.476,1.476,-2.54,开放申购,开放赎回,nan
2021-03-22,1.4879,1.4879,0.81,开放申购,开放赎回,nan
2021-03-23,1.432,1.432,-3.76,开放申购,开放赎回,nan
2021-03-24,1.398,1.398,-2.37,开放申购,开放赎回,nan
2021-03-25,1.4092,1.4092,0.8,开放申购,开放赎回,nan
2021-03-26,1.468,1.468,4.17,开放申购,开放赎回,nan
2021-03-29,1.4734,1.4734,0.37,开放申购,开放赎回,nan
2021-03-30,1.4962,1.4962,1.55,开放申购,开放赎回,nan
2021-03-31,1.4944,1.4944,-0.12,开放申购,开放赎回,nan
2021-04-01,1.5116,1.5116,1.15,开放申购,开放赎回,nan
2021-04-02,1.5164,1.5164,0.32,开放申购,开放赎回,nan
2021-04-06,1.5224,1.5224,0.4,开放申购,开放赎回,nan
2021-04-07,1.5073,1.5073,-0.99,开放申购,开放赎回,nan
2021-04-08,1.4934,1.4934,-0.92,开放申购,开放赎回,nan
2021-04-09,1.4803,1.4803,-0.88,开放申购,开放赎回,nan
2021-04-12,1.4459,1.4459,-2.32,开放申购,开放赎回,nan
2021-04-13,1.448,1.448,0.15,开放申购,开放赎回,nan
2021-04-14,1.5039,1.5039,3.86,开放申购,开放赎回,nan
2021-04-15,1.5138,1.5138,0.66,开放申购,开放赎回,nan
2021-04-16,1.5251,1.5251,0.75,开放申购,开放赎回,nan
2021-04-19,1.6008,1.6008,4.96,开放申购,开放赎回,nan
2021-04-20,1.6033,1.6033,0.16,开放申购,开放赎回,nan
2021-04-21,1.581,1.581,-1.39,开放申购,开放赎回,nan
2021-04-22,1.5981,1.5981,1.08,开放申购,开放赎回,nan
2021-04-23,1.6108,1.6108,0.79,开放申购,开放赎回,nan
2021-04-26,1.5951,1.5951,-0.97,开放申购,开放赎回,nan
2021-04-27,1.5846,1.5846,-0.66,开放申购,开放赎回,nan
2021-04-28,1.6028,1.6028,1.15,开放申购,开放赎回,nan
2021-04-29,1.5985,1.5985,-0.27,开放申购,开放赎回,nan
2021-04-30,1.6178,1.6178,1.21,开放申购,开放赎回,nan
2021-05-06,1.6383,1.6383,1.27,开放申购,开放赎回,nan
2021-05-07,1.5874,1.5874,-3.11,开放申购,开放赎回,nan
2021-05-10,1.613,1.613,1.61,开放申购,开放赎回,nan
2021-05-11,1.5668,1.5668,-2.86,开放申购,开放赎回,nan
2021-05-12,1.5741,1.5741,0.47,开放申购,开放赎回,nan
2021-05-13,1.5583,1.5583,-1.0,开放申购,开放赎回,nan
2021-05-14,1.6016,1.6016,2.78,开放申购,开放赎回,nan
2021-05-17,1.6473,1.6473,2.85,开放申购,开放赎回,nan
2021-05-18,1.6515,1.6515,0.25,开放申购,开放赎回,nan
2021-05-19,1.7151,1.7151,3.85,开放申购,开放赎回,nan
2021-05-20,1.7125,1.7125,-0.15,开放申购,开放赎回,nan
2021-05-21,1.7424,1.7424,1.75,开放申购,开放赎回,nan
2021-05-24,1.7662,1.7662,1.37,开放申购,开放赎回,nan
2021-05-25,1.7732,1.7732,0.4,开放申购,开放赎回,nan
2021-05-26,1.7648,1.7648,-0.47,开放申购,开放赎回,nan
2021-05-27,1.7711,1.7711,0.36,开放申购,开放赎回,nan
2021-05-28,1.8688,1.8688,5.52,开放申购,开放赎回,nan
2021-05-31,1.9781,1.9781,5.85,开放申购,开放赎回,nan
2021-06-01,1.9708,1.9708,-0.37,开放申购,开放赎回,nan
2021-06-02,1.9599,1.9599,-0.55,开放申购,开放赎回,nan
2021-06-03,1.938,1.938,-1.12,开放申购,开放赎回,nan
2021-06-04,1.9812,1.9812,2.23,开放申购,开放赎回,nan
2021-06-07,1.9572,1.9572,-1.21,开放申购,开放赎回,nan
2021-06-08,1.9574,1.9574,0.01,开放申购,开放赎回,nan
2021-06-09,1.965,1.965,0.39,开放申购,开放赎回,nan
2021-06-10,2.0615,2.0615,4.91,开放申购,开放赎回,nan
2021-06-11,2.0937,2.0937,1.56,开放申购,开放赎回,nan
2021-06-15,2.0708,2.0708,-1.09,开放申购,开放赎回,nan
2021-06-16,1.9745,1.9745,-4.65,开放申购,开放赎回,nan
2021-06-17,2.022,2.022,2.41,开放申购,开放赎回,nan
2021-06-18,2.1257,2.1257,5.13,开放申购,开放赎回,nan
2021-06-21,2.1973,2.1973,3.37,开放申购,开放赎回,nan
2021-06-22,2.2085,2.2085,0.51,开放申购,开放赎回,nan
2021-06-23,2.2658,2.2658,2.59,开放申购,开放赎回,nan
2021-06-24,2.2603,2.2603,-0.24,开放申购,开放赎回,nan
2021-06-25,2.2775,2.2775,0.76,开放申购,开放赎回,nan
2021-06-28,2.314,2.314,1.6,开放申购,开放赎回,nan
2021-06-29,2.3549,2.3549,1.77,开放申购,开放赎回,nan
2021-06-30,2.4016,2.4016,1.98,开放申购,开放赎回,nan
2021-07-01,2.3952,2.3952,-0.27,开放申购,开放赎回,nan
2021-07-02,2.4233,2.4233,1.17,开放申购,开放赎回,nan
2021-07-05,2.4957,2.4957,2.99,开放申购,开放赎回,nan
2021-07-06,2.4603,2.4603,-1.42,开放申购,开放赎回,nan
2021-07-07,2.5932,2.5932,5.4,开放申购,开放赎回,nan
2021-07-08,2.611,2.611,0.69,开放申购,开放赎回,nan
2021-07-09,2.6464,2.6464,1.36,开放申购,开放赎回,nan
2021-07-12,2.7583,2.7583,4.23,开放申购,开放赎回,nan
2021-07-13,2.7734,2.7734,0.55,开放申购,开放赎回,nan
2021-07-14,2.6601,2.6601,-4.09,限制大额申购,开放赎回,nan
2021-07-15,2.7552,2.7552,3.58,限制大额申购,开放赎回,nan
2021-07-16,2.69,2.69,-2.37,限制大额申购,开放赎回,nan
2021-07-19,2.652,2.652,-1.41,限制大额申购,开放赎回,nan
2021-07-20,2.6804,2.6804,1.07,限制大额申购,开放赎回,nan
2021-07-21,2.8253,2.8253,5.41,限制大额申购,开放赎回,nan
2021-07-22,2.8964,2.8964,2.52,限制大额申购,开放赎回,nan
2021-07-23,2.876,2.876,-0.7,限制大额申购,开放赎回,nan
2021-07-26,2.8862,2.8862,0.35,限制大额申购,开放赎回,nan
2021-07-27,2.7406,2.7406,-5.04,限制大额申购,开放赎回,nan
2021-07-28,2.7556,2.7556,0.55,限制大额申购,开放赎回,nan
2021-07-29,2.9464,2.9464,6.92,限制大额申购,开放赎回,nan
2021-07-30,3.0104,3.0104,2.17,限制大额申购,开放赎回,nan
2021-08-02,3.0656,3.0656,1.83,限制大额申购,开放赎回,nan
2021-08-03,2.9175,2.9175,-4.83,限制大额申购,开放赎回,nan
2021-08-04,3.1418,3.1418,7.69,限制大额申购,开放赎回,nan
2021-08-05,3.1234,3.1234,-0.59,限制大额申购,开放赎回,nan
2021-08-06,3.1698,3.1698,1.49,限制大额申购,开放赎回,nan
2021-08-09,3.0741,3.0741,-3.02,限制大额申购,开放赎回,nan
2021-08-10,3.0371,3.0371,-1.2,限制大额申购,开放赎回,nan
2021-08-11,3.122,3.122,2.8,限制大额申购,开放赎回,nan
2021-08-12,3.1023,3.1023,-0.63,限制大额申购,开放赎回,nan
2021-08-13,3.0896,3.0896,-0.41,限制大额申购,开放赎回,nan
2021-08-16,2.9544,2.9544,-4.38,限制大额申购,开放赎回,nan
2021-08-17,2.9145,2.9145,-1.35,限制大额申购,开放赎回,nan
2021-08-18,2.9155,2.9155,0.03,限制大额申购,开放赎回,nan
2021-08-19,2.986,2.986,2.42,限制大额申购,开放赎回,nan
2021-08-20,2.9886,2.9886,0.09,限制大额申购,开放赎回,nan
2021-08-23,3.1208,3.1208,4.42,限制大额申购,开放赎回,nan
2021-08-24,3.1519,3.1519,1.0,限制大额申购,开放赎回,nan
2021-08-25,3.2005,3.2005,1.54,限制大额申购,开放赎回,nan
2021-08-26,3.1632,3.1632,-1.17,限制大额申购,开放赎回,nan
2021-08-27,3.2013,3.2013,1.2,限制大额申购,开放赎回,nan
2021-08-30,3.2675,3.2675,2.07,限制大额申购,开放赎回,nan
2021-08-31,3.3007,3.3007,1.02,限制大额申购,开放赎回,nan
2021-09-01,3.1663,3.1663,-4.07,限制大额申购,开放赎回,nan
2021-09-02,3.2462,3.2462,2.52,限制大额申购,开放赎回,nan
2021-09-03,3.1571,3.1571,-2.74,限制大额申购,开放赎回,nan
2021-09-06,3.2095,3.2095,1.66,限制大额申购,开放赎回,nan
2021-09-07,3.2722,3.2722,1.95,限制大额申购,开放赎回,nan
2021-09-08,3.2566,3.2566,-0.48,限制大额申购,开放赎回,nan
2021-09-09,3.2891,3.2891,1.0,限制大额申购,开放赎回,nan
2021-09-10,3.313,3.313,0.73,限制大额申购,开放赎回,nan
2021-09-13,3.287,3.287,-0.78,限制大额申购,开放赎回,nan
2021-09-14,3.3377,3.3377,1.54,限制大额申购,开放赎回,nan
2021-09-15,3.3434,3.3434,0.17,限制大额申购,开放赎回,nan
2021-09-16,3.1845,3.1845,-4.75,限制大额申购,开放赎回,nan
2021-09-17,3.1819,3.1819,-0.08,限制大额申购,开放赎回,nan
2021-09-22,3.1637,3.1637,-0.57,限制大额申购,开放赎回,nan
2021-09-23,3.2101,3.2101,1.47,限制大额申购,开放赎回,nan
2021-09-24,3.2319,3.2319,0.68,限制大额申购,开放赎回,nan
2021-09-27,3.1309,3.1309,-3.13,限制大额申购,开放赎回,nan
2021-09-28,3.1334,3.1334,0.08,限制大额申购,开放赎回,nan
2021-09-29,3.0519,3.0519,-2.6,限制大额申购,开放赎回,nan
